timestamp,num_pkts,avg_ttl,median_ttl,10_percentil_ttl,25_percentil_ttl,75_percentil_ttl,90_percentil_ttl,max_ttl,min_ttl,attack
5,19,67.3157894736842,64.0,48.0,64.0,64.0,100.0,100,33,Yes
10,18,98.16666666666667,64.0,40.7,64.0,100.0,224.0,224,33,No
15,12,129.0,64.0,64.0,64.0,224.0,224.0,224,44,No
20,21,114.57142857142857,64.0,49.0,64.0,210.0,224.0,224,33,No
25,12,74.33333333333333,64.0,64.0,64.0,100.0,100.0,100,44,Yes
30,14,69.57142857142857,64.0,45.5,64.0,91.0,100.0,100,33,Yes
35,12,118.66666666666667,64.0,64.0,64.0,224.0,224.0,224,44,No
40,16,112.125,64.0,46.5,64.0,224.0,224.0,224,33,No
45,15,126.66666666666667,64.0,64.0,64.0,224.0,224.0,224,44,No
50,22,118.9090909090909,64.0,50.5,64.0,210.0,224.0,224,33,No
55,16,99.25,64.0,47.0,64.0,104.0,224.0,224,22,No
60,10,69.7,64.0,42.9,64.0,91.0,100.0,100,33,Yes
65,19,111.42105263157895,64.0,48.0,64.0,224.0,224.0,224,40,No
70,46,66.71739130434783,64.0,49.0,64.0,64.0,100.0,100,33,Yes
75,12,130.66666666666666,64.0,64.0,64.0,224.0,224.0,224,64,No
80,16,82.3125,64.0,44.0,64.0,73.0,155.0,210,33,Yes
85,10,128.0,64.0,64.0,64.0,224.0,224.0,224,64,No
90,18,82.11111111111111,64.0,44.0,64.0,100.0,100.0,224,33,Yes
95,20,128.5,82.0,60.900000000000006,64.0,224.0,224.0,224,33,No
100,17,97.52941176470588,64.0,47.0,64.0,64.0,224.0,224,44,No
105,30,89.03333333333333,64.0,55.0,64.0,64.0,224.0,224,33,No
110,18,112.72222222222223,64.0,47.5,64.0,210.0,224.0,224,44,No
115,13,112.53846153846153,64.0,52.800000000000004,64.0,224.0,224.0,224,33,No
120,15,114.66666666666667,64.0,52.0,64.0,224.0,224.0,224,44,No
125,21,66.04761904761905,64.0,49.0,64.0,64.0,100.0,100,24,Yes
130,18,95.66666666666667,64.0,47.5,64.0,64.0,224.0,224,44,No
135,10,128.5,82.0,60.9,64.0,224.0,224.0,224,33,No
140,20,92.85,64.0,48.5,64.0,100.0,210.0,224,44,Yes
145,13,113.61538461538461,64.0,64.0,64.0,224.0,224.0,224,33,No
150,32,77.75,64.0,44.0,44.0,64.0,208.00000000000034,224,44,No
155,21,70.19047619047619,64.0,40.0,64.0,100.0,100.0,100,33,Yes
160,22,105.4090909090909,64.0,49.0,64.0,193.0,224.0,224,44,No
165,12,76.41666666666667,64.0,64.0,64.0,100.0,100.0,100,33,Yes
170,21,101.61904761904762,64.0,64.0,64.0,100.0,210.0,220,44,Yes
175,18,123.05555555555556,64.0,58.0,64.0,210.0,224.0,224,33,No
180,18,105.72222222222223,64.0,49.7,64.0,184.0,224.0,224,44,No
185,24,65.0,64.0,44.0,60.5,64.0,100.0,100,33,Yes
190,23,64.8695652173913,64.0,44.0,49.5,64.0,100.0,100,44,Yes
195,15,116.33333333333333,64.0,52.0,64.0,224.0,224.0,224,33,No
200,37,68.89189189189189,64.0,64.0,64.0,64.0,100.0,100,44,Yes
205,23,96.34782608695652,64.0,52.0,64.0,100.0,210.0,220,33,Yes
210,18,77.61111111111111,64.0,44.0,49.0,64.0,137.2000000000001,224,33,No
215,14,120.07142857142857,64.0,50.0,64.0,224.0,224.0,224,33,No
220,17,99.94117647058823,64.0,49.0,64.0,100.0,224.0,224,44,No
225,12,113.08333333333333,64.0,46.0,64.0,224.0,224.0,224,33,No
230,14,129.14285714285714,64.0,64.0,64.0,220.5,224.0,224,44,No
235,16,113.0625,64.0,54.0,64.0,224.0,224.0,224,33,No
240,17,108.17647058823529,64.0,49.6,64.0,224.0,224.0,224,44,No
245,23,95.8695652173913,64.0,34.4,46.5,100.0,224.0,224,33,No
250,13,75.15384615384616,64.0,52.0,64.0,100.0,100.0,100,44,Yes
255,16,72.0625,64.0,54.0,64.0,100.0,100.0,100,33,Yes
260,17,86.6470588235294,64.0,64.0,64.0,100.0,144.00000000000006,210,49,Yes
265,13,72.38461538461539,64.0,44.0,64.0,100.0,100.0,100,33,Yes
270,10,147.6,162.0,64.0,64.0,224.0,224.0,224,64,No
275,21,114.95238095238095,64.0,44.0,64.0,224.0,224.0,224,33,No
