timestamp,num_pkts,avg_ttl,median_ttl,10_percentil_ttl,25_percentil_ttl,75_percentil_ttl,90_percentil_ttl,max_ttl,min_ttl,attack
5,15,89.0,57.0,44.0,48.0,82.0,217.79999999999998,224,33,Yes
10,17,102.11764705882354,57.0,44.0,49.0,210.0,223.0,223,44,Yes
15,13,125.3076923076923,64.0,57.6,64.0,224.0,224.0,224,33,No
20,19,88.94736842105263,57.0,44.0,54.0,64.0,210.0,224,44,Yes
25,25,80.04,57.0,37.400000000000006,49.0,64.0,208.0,224,22,Yes
30,12,114.0,64.0,46.0,64.0,224.0,224.0,224,44,No
35,10,112.5,64.0,60.9,64.0,193.0,224.0,224,33,No
40,24,94.95833333333333,64.0,44.0,61.0,100.0,224.0,224,33,No
45,33,87.51515151515152,64.0,64.0,64.0,64.0,224.0,224,40,No
50,16,98.5,60.5,44.0,53.0,130.75,223.5,224,33,Yes
55,14,137.21428571428572,136.0,47.6,57.0,223.75,224.0,224,44,Yes
60,19,112.0,64.0,44.0,64.0,223.5,224.0,224,33,No
65,12,121.58333333333333,60.5,44.0,44.0,224.0,224.0,224,44,Yes
70,22,93.22727272727273,60.5,44.0,45.25,91.0,223.0,224,33,Yes
75,8,157.375,216.5,52.4,56.0,223.0,223.3,224,44,Yes
80,21,106.80952380952381,64.0,44.0,64.0,224.0,224.0,224,33,No
85,15,121.0,64.0,51.8,57.0,209.0,223.0,224,44,Yes
90,14,108.14285714285714,64.0,47.9,64.0,193.0,224.0,224,33,No
95,13,100.15384615384616,64.0,35.2,64.0,100.0,224.0,224,33,No
100,28,102.71428571428571,64.0,49.0,64.0,131.0,224.0,224,33,No
105,10,119.7,64.0,44.0,47.25,219.75,223.1,224,44,Yes
110,20,79.95,57.0,44.0,47.75,64.0,211.3,224,33,Yes
115,15,117.2,64.0,44.0,50.5,209.0,210.0,223,44,Yes
120,16,121.4375,64.0,48.0,64.0,224.0,224.0,224,33,No
125,11,120.36363636363636,64.0,64.0,64.0,224.0,224.0,224,44,No
130,18,95.55555555555556,64.0,40.7,64.0,91.0,224.0,224,22,No
135,16,110.5,64.0,48.0,64.0,224.0,224.0,224,40,No
140,17,76.05882352941177,57.0,44.0,56.0,64.0,144.00000000000006,210,33,Yes
145,18,155.22222222222223,208.0,56.7,64.0,222.25,223.3,224,44,Yes
150,13,123.3076923076923,64.0,48.0,64.0,224.0,224.0,224,33,No
155,14,88.78571428571429,56.0,44.0,53.0,64.0,210.0,223,44,Yes
160,22,72.0909090909091,57.0,44.0,49.0,64.0,100.0,223,33,Yes
165,16,141.875,137.0,64.0,64.0,224.0,224.0,224,44,No
170,17,104.47058823529412,64.0,44.0,57.0,210.0,223.4,224,33,Yes
175,19,106.6842105263158,64.0,44.0,57.0,208.0,223.0,223,44,Yes
180,12,114.41666666666667,64.0,44.0,59.0,224.0,224.0,224,33,No
185,13,123.0,100.0,35.2,57.0,223.0,223.8,224,33,Yes
190,13,97.61538461538461,64.0,50.4,64.0,64.0,224.0,224,44,No
195,16,114.25,64.0,58.0,64.0,224.0,224.0,224,44,No
200,13,117.23076923076923,57.0,56.0,56.0,210.0,223.0,224,33,Yes
205,19,88.73684210526316,64.0,44.0,53.0,64.0,208.4,223,44,Yes
210,12,131.08333333333334,82.0,64.0,64.0,224.0,224.0,224,33,No
215,38,83.6842105263158,64.0,64.0,64.0,64.0,224.0,224,44,No
220,38,84.39473684210526,64.0,64.0,64.0,64.0,224.0,224,33,No
225,25,93.24,64.0,41.6,64.0,100.0,224.0,224,33,No
230,47,96.63829787234043,64.0,46.0,64.0,64.0,224.0,224,46,No
235,23,109.26086956521739,64.0,45.6,64.0,208.0,224.0,224,33,No
240,8,76.25,57.0,44.0,53.0,64.0,111.99999999999997,224,44,Yes
245,16,87.75,57.0,44.0,55.0,73.0,216.5,224,33,Yes
250,15,115.33333333333333,64.0,55.0,64.0,224.0,224.0,224,49,No
255,15,117.06666666666666,64.0,52.0,64.0,224.0,224.0,224,44,No
