timestamp,num_pkts,avg_ttl,median_ttl,10_percentil_ttl,25_percentil_ttl,75_percentil_ttl,90_percentil_ttl,max_ttl,min_ttl,attack
5,19,81.6842105263158,64.0,44.0,49.0,64.0,224.0,224,33,Yes
10,18,94.83333333333333,64.0,40.7,50.75,100.0,223.0,223,33,Yes
15,12,128.41666666666666,64.0,57.7,64.0,224.0,224.0,224,44,No
20,21,104.14285714285714,64.0,44.0,56.0,210.0,223.0,224,33,Yes
25,12,142.33333333333334,144.0,64.0,64.0,224.0,224.0,224,44,No
30,14,107.57142857142857,64.0,45.5,64.0,193.0,224.0,224,33,No
35,12,115.66666666666667,64.0,64.0,64.0,224.0,224.0,224,44,No
40,16,112.125,64.0,46.5,64.0,224.0,224.0,224,33,No
45,15,126.66666666666667,64.0,64.0,64.0,224.0,224.0,224,44,No
50,22,115.0909090909091,64.0,44.5,57.0,210.0,210.0,224,33,Yes
55,16,98.0,64.0,44.0,60.5,104.0,224.0,224,22,No
60,10,110.5,64.0,42.9,64.0,193.0,224.0,224,33,No
65,19,111.42105263157895,64.0,48.0,64.0,224.0,224.0,224,40,No
70,46,83.67391304347827,64.0,49.0,64.0,64.0,224.0,224,33,No
75,12,130.66666666666666,64.0,64.0,64.0,224.0,224.0,224,64,No
80,16,118.625,64.0,44.0,56.75,213.25,224.0,224,33,Yes
85,10,143.9,143.5,64.0,64.0,224.0,224.0,224,64,No
90,18,73.94444444444444,56.0,44.0,44.0,64.0,137.2000000000001,224,33,Yes
95,20,136.45,100.0,60.900000000000006,64.0,224.0,224.0,224,33,No
100,17,97.52941176470588,64.0,47.0,64.0,64.0,224.0,224,44,No
105,30,89.03333333333333,64.0,55.0,64.0,64.0,224.0,224,33,No
110,18,112.72222222222223,64.0,47.5,64.0,210.0,224.0,224,44,No
115,13,120.38461538461539,64.0,51.2,57.0,210.0,220.4,224,33,Yes
120,15,114.2,64.0,49.2,64.0,224.0,224.0,224,44,No
125,21,99.0,64.0,49.0,64.0,100.0,224.0,224,24,No
130,18,95.66666666666667,64.0,47.5,64.0,64.0,224.0,224,44,No
135,10,123.0,78.5,42.9,47.25,223.75,224.0,224,33,Yes
140,20,107.45,64.0,48.5,64.0,210.0,224.0,224,44,No
145,13,108.61538461538461,64.0,44.0,56.0,223.0,223.0,224,33,Yes
150,32,77.125,64.0,44.0,44.0,64.0,208.00000000000034,224,44,No
155,21,127.61904761904762,100.0,40.0,56.0,223.0,223.0,224,33,Yes
160,22,111.04545454545455,64.0,49.0,64.0,224.0,224.0,224,44,No
165,12,123.75,82.0,45.2,56.0,210.0,221.70000000000002,223,33,Yes
170,21,136.71428571428572,64.0,64.0,64.0,224.0,224.0,224,44,No
175,18,123.05555555555556,64.0,58.0,64.0,210.0,224.0,224,33,No
180,18,105.72222222222223,64.0,49.7,64.0,184.0,224.0,224,44,No
185,24,84.625,64.0,44.0,44.0,64.0,223.7,224,33,Yes
190,23,75.3913043478261,56.0,44.0,44.0,64.0,191.2000000000001,223,44,Yes
195,15,126.06666666666666,64.0,52.0,64.0,224.0,224.0,224,33,No
200,37,84.67567567567568,64.0,64.0,64.0,64.0,224.0,224,44,No
205,23,123.30434782608695,64.0,52.0,64.0,215.0,224.0,224,33,No
210,18,77.61111111111111,64.0,44.0,49.0,64.0,137.2000000000001,224,33,No
215,14,120.07142857142857,64.0,50.0,64.0,224.0,224.0,224,33,No
220,17,99.94117647058823,64.0,49.0,64.0,100.0,224.0,224,44,No
225,12,113.08333333333333,64.0,46.0,64.0,224.0,224.0,224,33,No
230,14,91.5,60.5,56.0,56.0,64.0,210.0,224,44,Yes
235,16,128.625,82.0,50.0,57.0,213.5,224.0,224,33,Yes
240,17,108.11764705882354,64.0,49.6,64.0,223.0,224.0,224,44,No
245,23,95.8695652173913,64.0,34.4,46.5,100.0,224.0,224,33,No
250,13,94.76923076923077,64.0,45.0,56.0,64.0,223.0,224,44,Yes
255,16,112.625,64.0,50.5,64.0,224.0,224.0,224,33,No
