timestamp,num_pkts,avg_ttl,median_ttl,10_percentil_ttl,25_percentil_ttl,75_percentil_ttl,90_percentil_ttl,max_ttl,min_ttl,attack
5.0,29,89.37931034482759,64.0,44.00000000000001,52.0,100.0,224.0,224,32,No
10.0,219,66.85388127853881,64.0,64.0,64.0,64.0,64.0,224,49,No
15.0,15,115.33333333333333,64.0,47.0,64.0,224.0,224.0,224,32,No
20.0,16,131.25,64.0,64.0,64.0,224.0,224.0,224,52,No
25.0,22,98.45454545454545,64.0,47.5,64.0,91.0,224.0,224,32,No
30.0,8,144.0,144.0,64.0,64.0,224.0,224.0,224,64,No
35.0,18,97.05555555555556,64.0,47.0,64.0,91.0,224.0,224,32,No
40.0,8,122.5,64.0,60.4,64.0,224.0,224.0,224,52,No
45.0,19,104.47368421052632,64.0,53.4,64.0,162.0,224.0,224,32,No
50.0,17,135.47058823529412,64.0,64.0,64.0,224.0,224.0,224,47,No
55.0,17,109.58823529411765,64.0,50.0,64.0,224.0,224.0,224,32,No
60.0,20,102.85,64.0,49.0,64.0,131.0,224.0,224,47,No
65.0,21,106.0952380952381,64.0,47.0,64.0,224.0,224.0,224,32,No
70.0,17,107.82352941176471,64.0,48.8,64.0,224.0,224.0,224,40,No
75.0,13,98.15384615384616,64.0,42.2,64.0,100.0,224.0,224,32,No
80.0,18,122.83333333333333,64.0,60.400000000000006,64.0,220.0,224.0,224,47,No
85.0,17,109.58823529411765,64.0,50.0,64.0,224.0,224.0,224,32,No
90.0,18,106.16666666666667,64.0,53.2,64.0,184.0,224.0,224,47,No
95.0,27,96.0,64.0,44.0,64.0,82.0,224.0,224,32,No
100.0,16,111.125,64.0,49.5,64.0,224.0,224.0,224,47,No
105.0,5,96.8,64.0,44.8,64.0,100.0,174.4,224,32,No
110.0,18,130.33333333333334,64.0,58.900000000000006,64.0,217.0,224.0,224,47,No
115.0,21,108.61904761904762,64.0,52.0,64.0,224.0,224.0,224,32,No
120.0,24,86.20833333333333,64.0,36.5,51.25,73.0,224.0,224,22,No
125.0,16,112.0,64.0,56.0,64.0,224.0,224.0,224,48,No
130.0,19,103.78947368421052,64.0,47.0,64.0,162.0,224.0,224,32,No
135.0,10,127.1,64.0,63.1,64.0,224.0,224.0,224,55,No
140.0,25,99.0,64.0,47.0,64.0,100.0,224.0,224,32,No
145.0,34,90.29411764705883,64.0,55.0,64.0,64.0,224.0,224,52,No
150.0,14,107.57142857142857,64.0,47.0,64.0,193.0,224.0,224,32,No
155.0,7,132.57142857142858,64.0,64.0,64.0,224.0,224.0,224,64,No
160.0,21,106.57142857142857,64.0,47.0,64.0,224.0,224.0,224,32,No
165.0,93,70.72043010752688,64.0,64.0,64.0,64.0,64.0,224,49,No
170.0,22,112.0909090909091,64.0,48.7,64.0,208.0,224.0,224,32,No
175.0,13,124.61538461538461,64.0,64.0,64.0,224.0,224.0,224,52,No
180.0,19,85.73684210526316,64.0,47.0,53.5,64.0,224.0,224,32,No
185.0,4,100.25,64.0,53.5,60.25,104.0,176.00000000000003,224,49,No
190.0,25,100.04,64.0,47.8,64.0,100.0,224.0,224,32,No
195.0,19,123.36842105263158,64.0,57.6,64.0,224.0,224.0,224,32,No
200.0,25,99.28,64.0,56.800000000000004,64.0,64.0,224.0,224,47,No
205.0,15,105.2,64.0,50.8,64.0,162.0,224.0,224,32,No
210.0,18,97.27777777777777,64.0,42.5,52.75,100.0,224.0,224,32,No
215.0,12,144.0,144.0,64.0,64.0,224.0,224.0,224,64,No
220.0,17,109.58823529411765,64.0,50.0,64.0,224.0,224.0,224,32,No
225.0,15,126.86666666666666,64.0,64.0,64.0,224.0,224.0,224,47,No
230.0,16,121.1875,64.0,55.5,64.0,212.0,224.0,224,32,No
235.0,18,105.5,64.0,52.0,64.0,184.0,224.0,224,47,No
240.0,18,106.16666666666667,64.0,47.7,64.0,193.0,224.0,224,32,No
245.0,20,110.8,64.0,45.5,64.0,224.0,224.0,224,32,No
250.0,21,89.95238095238095,64.0,47.0,64.0,64.0,224.0,224,24,No
255.0,14,107.92857142857143,64.0,48.5,64.0,193.0,224.0,224,32,No
260.0,15,135.4,64.0,64.0,64.0,224.0,224.0,224,47,No
265.0,18,106.38888888888889,64.0,50.5,64.0,193.0,224.0,224,32,No
270.0,8,144.0,144.0,64.0,64.0,224.0,224.0,224,64,No
275.0,17,99.17647058823529,64.0,47.0,64.0,100.0,224.0,224,32,No
280.0,13,137.84615384615384,64.0,64.0,64.0,224.0,224.0,224,64,No
285.0,14,107.57142857142857,64.0,47.0,64.0,193.0,224.0,224,32,No
290.0,14,141.71428571428572,136.0,64.0,64.0,224.0,224.0,224,64,No
295.0,22,97.36363636363636,64.0,47.5,55.0,91.0,224.0,224,32,No
300.0,26,85.23076923076923,64.0,55.0,55.0,64.0,224.0,224,48,No
305.0,120,69.66666666666667,64.0,55.0,64.0,64.0,64.0,224,32,No
310.0,14,131.57142857142858,64.0,64.0,64.0,224.0,224.0,224,50,No
315.0,16,101.375,64.0,47.0,61.0,131.0,224.0,224,32,No
320.0,14,141.71428571428572,136.0,64.0,64.0,224.0,224.0,224,64,No
325.0,19,103.89473684210526,64.0,47.0,64.0,162.0,224.0,224,32,No
330.0,11,136.72727272727272,64.0,64.0,64.0,224.0,224.0,224,64,No
335.0,17,99.17647058823529,64.0,47.0,64.0,100.0,224.0,224,32,No
340.0,10,125.6,64.0,61.6,64.0,224.0,224.0,224,40,No
345.0,16,112.125,64.0,47.0,64.0,224.0,224.0,224,32,No
350.0,14,141.71428571428572,136.0,64.0,64.0,224.0,224.0,224,64,No
355.0,34,83.29411764705883,64.0,49.0,49.75,64.0,224.0,224,32,No
360.0,23,97.17391304347827,64.0,49.0,64.0,100.0,224.0,224,32,No
365.0,17,107.23529411764706,64.0,47.6,64.0,224.0,224.0,224,47,No
370.0,15,118.73333333333333,64.0,64.0,64.0,224.0,224.0,224,49,No
375.0,21,89.0,64.0,47.0,52.0,64.0,224.0,224,32,No
380.0,22,134.1818181818182,82.0,64.0,64.0,208.0,224.0,224,52,No
385.0,51,88.62745098039215,64.0,50.0,60.0,64.0,224.0,224,32,No
390.0,14,116.92857142857143,64.0,52.1,64.0,224.0,224.0,224,22,No
395.0,18,95.33333333333333,64.0,43.0,51.25,91.0,224.0,224,32,No
400.0,10,109.1,64.0,51.5,64.0,184.0,224.0,224,47,No
405.0,14,120.21428571428571,64.0,52.1,64.0,224.0,224.0,224,32,No
410.0,19,128.78947368421052,64.0,64.0,64.0,224.0,224.0,224,47,No
415.0,18,107.05555555555556,64.0,50.5,64.0,193.0,224.0,224,32,No
420.0,17,109.82352941176471,64.0,41.0,64.0,224.0,224.0,224,32,No
425.0,54,71.79629629629629,64.0,49.0,55.0,64.0,89.2000000000001,224,32,No
430.0,16,110.5,64.0,48.0,64.0,224.0,224.0,224,40,No
435.0,15,118.8,64.0,64.0,64.0,224.0,224.0,224,50,No
440.0,133,82.57142857142857,64.0,64.0,64.0,64.0,208.0,224,32,No
445.0,43,86.30232558139535,64.0,52.6,59.5,64.0,220.80000000000007,224,43,No
450.0,11,90.36363636363636,64.0,47.0,55.5,82.0,224.0,224,32,No
455.0,13,137.84615384615384,64.0,64.0,64.0,224.0,224.0,224,64,No
460.0,17,108.58823529411765,64.0,47.0,64.0,224.0,224.0,224,32,No
465.0,10,144.0,144.0,64.0,64.0,224.0,224.0,224,64,No
470.0,21,114.38095238095238,64.0,47.0,64.0,208.0,224.0,224,32,No
475.0,17,128.94117647058823,64.0,64.0,64.0,224.0,224.0,224,52,No
480.0,20,101.1,64.0,47.0,61.0,131.0,224.0,224,32,No
485.0,8,105.0,82.0,32.0,56.0,131.0,224.0,224,32,No
490.0,18,105.05555555555556,64.0,48.4,64.0,184.0,224.0,224,47,No
495.0,17,110.47058823529412,64.0,58.4,64.0,224.0,224.0,224,32,No
500.0,22,118.45454545454545,64.0,64.0,64.0,208.0,224.0,224,47,No
505.0,13,112.61538461538461,64.0,54.400000000000006,64.0,224.0,224.0,224,32,No
510.0,19,111.3157894736842,64.0,48.6,64.0,224.0,224.0,224,47,No
515.0,12,131.0,82.0,64.0,64.0,224.0,224.0,224,32,No
520.0,18,83.0,64.0,35.2,51.25,64.0,224.0,224,24,No
525.0,22,79.31818181818181,64.0,43.0,43.0,64.0,211.60000000000025,224,32,No
530.0,38,80.57894736842105,64.0,43.0,43.0,64.0,212.80000000000007,224,43,No
535.0,15,116.8,64.0,56.800000000000004,64.0,224.0,224.0,224,32,No
540.0,19,102.6842105263158,64.0,47.8,64.0,144.0,224.0,224,47,No
545.0,42,84.26190476190476,64.0,55.0,55.0,64.0,224.0,224,32,No
550.0,17,98.05882352941177,64.0,48.2,64.0,64.0,224.0,224,47,No
555.0,16,113.375,64.0,57.0,64.0,224.0,224.0,224,32,No
560.0,16,130.9375,64.0,64.0,64.0,224.0,224.0,224,47,No
565.0,34,79.38235294117646,64.0,49.9,56.0,64.0,186.7999999999999,224,32,No
570.0,11,89.0909090909091,64.0,49.0,58.0,64.0,224.0,224,47,No
575.0,42,79.57142857142857,64.0,43.400000000000006,53.0,64.0,211.59999999999982,224,32,No
580.0,30,87.53333333333333,64.0,53.0,55.75,64.0,224.0,224,47,No
585.0,16,123.1875,64.0,55.5,64.0,224.0,224.0,224,32,No
590.0,20,124.15,64.0,62.800000000000004,64.0,212.0,224.0,224,47,No
595.0,24,94.41666666666667,64.0,49.9,55.0,73.0,224.0,224,32,No
600.0,157,67.86624203821655,64.0,64.0,64.0,64.0,64.0,224,47,No
605.0,23,97.52173913043478,64.0,51.2,64.0,82.0,224.0,224,32,No
610.0,14,118.57142857142857,64.0,55.6,64.0,224.0,224.0,224,40,No
615.0,24,100.66666666666667,64.0,47.0,60.5,131.0,224.0,224,32,No
620.0,17,127.11764705882354,64.0,64.0,64.0,224.0,224.0,224,49,No
625.0,25,100.44,64.0,50.2,64.0,100.0,224.0,224,47,No
630.0,11,119.27272727272727,64.0,64.0,64.0,224.0,224.0,224,32,No
635.0,15,94.26666666666667,64.0,38.0,55.5,100.0,224.0,224,32,No
640.0,16,122.875,64.0,59.5,64.0,224.0,224.0,224,55,No
645.0,19,103.10526315789474,64.0,47.0,58.0,162.0,224.0,224,32,No
650.0,16,142.0,136.0,64.0,64.0,224.0,224.0,224,64,No
655.0,22,90.13636363636364,64.0,47.0,64.0,64.0,224.0,224,32,No
660.0,12,113.83333333333333,64.0,64.0,64.0,224.0,224.0,224,22,No
665.0,19,103.05263157894737,64.0,47.0,58.0,162.0,224.0,224,32,No
670.0,12,129.41666666666666,64.0,64.0,64.0,224.0,224.0,224,49,No
675.0,16,112.125,64.0,47.0,64.0,224.0,224.0,224,32,No
680.0,31,116.83870967741936,64.0,64.0,64.0,208.0,224.0,224,50,No
685.0,40,84.425,64.0,48.8,56.0,64.0,224.0,224,32,No
690.0,10,144.0,144.0,64.0,64.0,224.0,224.0,224,64,No
695.0,33,78.3030303030303,64.0,43.2,44.0,64.0,199.2000000000001,224,32,No
700.0,17,98.47058823529412,64.0,49.0,64.0,64.0,224.0,224,40,No
705.0,30,124.86666666666666,64.0,45.0,45.0,255.0,255.0,255,32,No
710.0,18,143.94444444444446,136.0,64.0,64.0,224.0,224.0,255,64,No
715.0,25,112.24,64.0,49.0,64.0,220.0,224.0,224,32,No
720.0,9,135.11111111111111,64.0,64.0,64.0,224.0,224.0,224,64,No
725.0,29,85.34482758620689,64.0,32.0,52.0,100.0,224.0,224,32,No
730.0,14,118.21428571428571,64.0,50.8,64.0,224.0,224.0,224,47,No
735.0,15,116.46666666666667,64.0,53.800000000000004,64.0,224.0,224.0,224,32,No
740.0,26,111.11538461538461,64.0,48.5,64.0,208.0,224.0,224,32,No
745.0,41,88.63414634146342,64.0,55.0,64.0,64.0,224.0,224,47,No
750.0,88,72.4659090909091,64.0,64.0,64.0,64.0,64.0,224,32,No
755.0,85,71.15294117647059,64.0,64.0,64.0,64.0,64.0,224,47,No
760.0,14,120.21428571428571,64.0,52.1,64.0,224.0,224.0,224,32,No
765.0,15,115.4,64.0,56.800000000000004,64.0,224.0,224.0,224,47,No
770.0,19,120.57894736842105,64.0,60.6,64.0,216.0,224.0,224,32,No
775.0,14,119.64285714285714,64.0,57.7,64.0,224.0,224.0,224,52,No
780.0,19,94.47368421052632,64.0,47.0,56.5,82.0,224.0,224,32,No
785.0,4,101.0,64.0,55.6,61.0,104.0,176.00000000000003,224,52,No
790.0,19,82.21052631578948,64.0,30.4,47.0,64.0,224.0,224,24,No
795.0,9,135.11111111111111,64.0,64.0,64.0,224.0,224.0,224,64,No
800.0,24,101.0,64.0,47.0,64.0,127.0,224.0,224,32,No
805.0,24,115.08333333333333,64.0,52.0,64.0,224.0,224.0,224,49,No
810.0,18,105.94444444444444,64.0,47.0,64.0,193.0,224.0,224,32,No
815.0,12,130.66666666666666,64.0,64.0,64.0,224.0,224.0,224,64,No
820.0,22,97.0909090909091,64.0,47.6,53.5,91.0,224.0,224,32,No
825.0,10,126.8,64.0,62.8,64.0,224.0,224.0,224,52,No
830.0,25,117.72,64.0,47.8,64.0,208.0,224.0,224,32,No
835.0,13,124.61538461538461,64.0,64.0,64.0,224.0,224.0,224,52,No
840.0,22,112.0909090909091,64.0,47.1,64.0,220.0,224.0,224,32,No
845.0,15,116.53333333333333,64.0,64.0,64.0,224.0,224.0,224,52,No
850.0,19,94.6842105263158,64.0,47.0,58.0,82.0,224.0,224,32,No
855.0,13,126.15384615384616,100.0,38.400000000000006,64.0,224.0,224.0,224,32,No
860.0,22,111.27272727272727,64.0,51.4,64.0,208.0,224.0,224,47,No
865.0,29,89.86206896551724,64.0,54.4,56.0,64.0,224.0,224,43,No
870.0,16,99.125,64.0,47.0,61.0,104.0,224.0,224,32,No
875.0,25,106.84,64.0,43.0,64.0,224.0,224.0,224,32,No
880.0,16,99.4375,64.0,47.0,60.25,104.0,224.0,224,40,No
885.0,12,131.0,82.0,64.0,64.0,224.0,224.0,224,32,No
890.0,20,116.1,64.0,51.5,64.0,212.0,224.0,224,47,No
895.0,17,101.17647058823529,64.0,59.2,64.0,100.0,224.0,224,32,No
900.0,93,68.80645161290323,64.0,64.0,64.0,64.0,64.0,224,47,No
905.0,18,95.94444444444444,64.0,45.8,52.75,91.0,224.0,224,32,No
910.0,18,114.38888888888889,64.0,51.1,64.0,224.0,224.0,224,47,No
915.0,17,109.47058823529412,64.0,48.8,64.0,224.0,224.0,224,32,No
920.0,17,116.76470588235294,64.0,58.4,64.0,208.0,224.0,224,47,No
925.0,24,116.29166666666667,64.0,55.6,64.0,224.0,224.0,224,32,No
930.0,18,94.77777777777777,64.0,48.4,64.0,64.0,224.0,224,22,No
935.0,10,95.1,64.0,32.0,51.25,100.0,224.0,224,32,No
940.0,16,132.9375,64.0,64.0,64.0,224.0,224.0,224,47,No
945.0,12,116.25,64.0,48.7,64.0,224.0,224.0,224,32,No
950.0,15,125.06666666666666,64.0,64.0,64.0,216.0,224.0,224,52,No
955.0,25,86.04,64.0,47.0,55.0,64.0,224.0,224,32,No
960.0,9,152.88888888888889,224.0,64.0,64.0,224.0,224.0,224,64,No
965.0,20,94.1,64.0,32.0,47.75,100.0,224.0,224,32,No
970.0,15,113.93333333333334,64.0,50.2,64.0,224.0,224.0,224,40,No
975.0,19,94.26315789473684,64.0,45.8,58.0,82.0,224.0,224,32,No
980.0,17,117.70588235294117,64.0,64.0,64.0,208.0,224.0,224,49,No
985.0,30,75.3,64.0,48.8,50.0,64.0,112.40000000000018,224,32,No
990.0,10,144.0,144.0,64.0,64.0,224.0,224.0,224,64,No
995.0,19,103.89473684210526,64.0,47.0,64.0,162.0,224.0,224,32,No
1000.0,10,127.1,64.0,63.1,64.0,224.0,224.0,224,55,No
1005.0,17,109.29411764705883,64.0,47.0,64.0,224.0,224.0,224,32,No
1010.0,60,132.88333333333333,64.0,64.0,64.0,210.0,210.0,224,49,No
1015.0,41,83.8780487804878,64.0,52.0,55.0,64.0,210.0,224,32,No
1020.0,121,70.3801652892562,64.0,64.0,64.0,64.0,64.0,224,50,No
1025.0,25,86.48,64.0,45.2,48.0,64.0,224.0,224,32,No
1030.0,27,88.44444444444444,64.0,44.0,54.0,64.0,224.0,224,44,No
